,utterance,a,aː,b,bʰ,b̤,c,cʰ,d̪,d̪ʰ,d̪̤,e,eː,f,h,i,iː,j,k,kʰ,l,l̪,m,n,n̪,o,oː,p,pʰ,r̪,s,s̪,t̪,t̪ʰ,u,uː,v,w,z̪,æ,ŋ,ɖ,ɖʰ,ɖ̤,ɟ,ɟʰ,ɟ̤,ɡ,ɡʰ,ɭ,ɳ,ɾ,ʂ,ʃ,ʈ,ʈʰ,ʝ,class
19,knf_00001_00718943572,757.5955129039905,0.0,274.09633101593084,0.0,0.0,0.0,0.0,383.5225652347286,0.0,0.0,463.2492172865118,0.0,0.0,696.272470479514,411.7054158174664,457.1443359490054,416.8278304445702,0.0,0.0,384.74161927312696,480.28806148338833,402.79116044229517,378.43048715468234,0.0,546.753875660662,0.0,415.4978247220933,0.0,0.0,963.636135167042,0.0,617.5184066846847,0.0,417.94727779473425,854.4490287816518,0.0,0.0,0.0,720.7359777809348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.6067687705586,0.0,0.0,0.0,361.3607852951532,1328.908682575555,0.0,0.0,0.0,0.0,1
20,knf_00001_00750152908,681.4828840098322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0687462288609,0.0,0.0,0.0,436.1046444002867,441.01469851667684,0.0,686.5282355099447,0.0,0.0,0.0,357.25309432280994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.792900785264,0.0,440.27838973961946,486.0673618380914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.1333018132705,270.75154034498144,0.0,0.0,456.9405859127068,0.0,0.0,0.0,514.4540945544654,0.0,0.0,0.0,0.0,0.0,1
21,knf_00001_00809410372,727.346054591072,0.0,727.6326743903272,0.0,567.849744738562,0.0,0.0,422.08348024549326,0.0,0.0,0.0,0.0,0.0,0.0,460.3021356275327,0.0,0.0,703.7221219327981,0.0,393.1179525827447,0.0,357.6036391907556,654.4840534866918,0.0,526.0963041219543,0.0,479.82957749983234,0.0,0.0,0.0,0.0,1065.940677465807,0.0,481.45102734462995,0.0,0.0,0.0,0.0,0.0,547.4815325093381,0.0,0.0,0.0,0.0,0.0,0.0,452.00690573479653,0.0,0.0,439.6110126078577,588.0073149018313,0.0,0.0,0.0,0.0,0.0,1
22,knf_00001_00872061842,702.7464721271559,0.0,430.4144179880446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.49453767080536,0.0,0.0,0.0,413.5671345021974,0.0,531.3417791515379,842.4012885143907,0.0,377.51373510780076,0.0,363.82076404859725,0.0,0.0,478.7669072138675,0.0,555.3610725221836,0.0,0.0,0.0,0.0,434.21418079277635,0.0,382.14935781301597,0.0,0.0,489.3080281517383,0.0,573.2533898909685,246.0720154576572,0.0,0.0,0.0,0.0,0.0,0.0,504.1227986532325,0.0,0.0,0.0,488.82136901936946,2119.289674357885,0.0,0.0,0.0,0.0,1
23,knf_00001_00890815609,776.2640282298864,0.0,261.2571571583442,0.0,0.0,0.0,0.0,405.7642264991869,0.0,0.0,514.4698672989399,0.0,0.0,0.0,454.17475901134196,483.7625458012792,0.0,666.116267354556,0.0,465.0573738497459,0.0,487.03737685915473,387.8529795543823,0.0,528.8299443392575,0.0,351.5358107054131,0.0,0.0,1274.1184573857954,0.0,649.4864734234537,0.0,0.0,492.3690757014162,447.8640038695549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.5410270400157,408.0099362649517,0.0,0.0,0.0,0.0,0.0,1
24,knf_00001_00916248434,706.7684687581627,0.0,391.1058054335987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.7538187595802,0.0,0.0,599.8499933012364,516.1096787002067,0.0,0.0,453.95462214404483,927.2123547876314,358.073680150141,0.0,0.0,485.1006621127202,0.0,529.5664990220973,0.0,0.0,0.0,0.0,0.0,0.0,542.4334941259741,0.0,0.0,458.3706100284004,442.20671513317694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.21064883257367,0.0,0.0,427.3488145953955,452.98163803217426,2214.0347803156565,0.0,0.0,0.0,0.0,1
25,knf_00001_00941503872,687.8389904774934,0.0,294.6612031643325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.8599104353559,0.0,0.0,0.0,453.63391790256844,461.0004893475622,0.0,743.8766424323239,0.0,628.2315420991373,453.1033750237608,0.0,511.00918683099974,0.0,575.8497429791769,0.0,0.0,0.0,0.0,0.0,0.0,507.9437610296589,0.0,0.0,396.9820077404894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.983627749856,0.0,0.0,0.0,592.4326294358311,1730.831340293792,0.0,0.0,0.0,0.0,1
26,knf_00001_00960054434,711.8802191759967,0.0,471.858241991609,0.0,0.0,0.0,0.0,526.657920320016,0.0,0.0,538.2484066813442,0.0,0.0,0.0,393.0832312121709,417.6835619183451,0.0,855.2955762263902,0.0,470.72360608937987,0.0,0.0,425.0876215506323,0.0,510.95366745530526,0.0,620.2589881302898,0.0,0.0,1255.530901429581,0.0,623.6117750513791,0.0,440.042986911759,484.8027244321695,0.0,0.0,0.0,790.5419507987979,0.0,0.0,0.0,0.0,260.6781041624496,0.0,0.0,0.0,0.0,0.0,0.0,505.43021759198444,2170.349901988734,0.0,0.0,0.0,0.0,1
27,knf_00001_00977247973,739.949596721083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.2447328082465,0.0,0.0,1056.5167833076923,401.9515570176189,442.61753725350883,516.0930139437754,755.7519838485247,0.0,426.6907346757379,0.0,0.0,496.89759238890025,0.0,537.289645790543,0.0,0.0,0.0,0.0,869.2890838843696,0.0,703.0980192644334,0.0,0.0,448.7345500652501,389.5071839466788,0.0,0.0,679.5858689197588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.22017412955415,0.0,0.0,386.4108259188567,597.2180350147753,1169.4509754518908,0.0,0.0,0.0,0.0,1
28,knf_00001_01011051044,679.8769898234893,0.0,322.70743132301146,0.0,0.0,0.0,0.0,436.0719733900344,0.0,0.0,502.7909892052622,0.0,0.0,0.0,420.04710974849854,442.27887502535106,447.9387642534039,626.53152447532,0.0,457.8977156439094,462.0681252739588,441.14734128812364,439.0026169420615,0.0,540.9566193709577,0.0,0.0,0.0,0.0,992.3725919861533,299.56492317172194,868.3449378739726,0.0,0.0,446.6949530813026,552.0792204065369,307.59349453754766,0.0,656.3096218630441,0.0,0.0,0.0,0.0,385.45861171289806,0.0,0.0,498.49735542818956,0.0,0.0,0.0,513.4890636078178,1557.645782730046,0.0,0.0,0.0,0.0,1
29,knf_00001_01064775888,747.5531306680577,0.0,419.851771555014,0.0,424.62295076889967,0.0,0.0,482.5800845726608,0.0,0.0,511.5163082086235,0.0,0.0,0.0,415.5888526121259,366.6969806921732,434.1416992949032,640.7983205216732,0.0,420.53517420076446,392.5915045653309,544.8005476534497,429.38913142802915,0.0,484.3333655569853,0.0,634.2752350603594,0.0,0.0,1572.4042894248182,0.0,586.335902848499,0.0,487.2424264985478,380.91305618229904,496.9701823882816,565.2613826217481,0.0,736.4340618040721,0.0,0.0,0.0,0.0,352.4896837883268,0.0,0.0,240.83295879186096,0.0,0.0,400.3928578834262,513.1580415152803,1156.550568015943,0.0,0.0,0.0,0.0,1
30,knf_00001_01068092084,897.8168341357847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.8217256805158,0.0,456.1214958978104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.3691308476932,0.0,0.0,0.0,0.0,0.0,0.0,266.4746751687332,0.0,0.0,0.0,0.0,0.0,0.0,1
31,knf_00001_01179222703,656.5372908086878,0.0,0.0,0.0,0.0,0.0,0.0,431.4688199386882,0.0,0.0,483.02251309398787,0.0,0.0,0.0,412.21056091144135,453.71190180800306,0.0,700.7865334109853,0.0,407.03033620536917,0.0,0.0,457.59696675122353,0.0,526.8036708796756,0.0,547.6210026412898,0.0,0.0,822.6440658187055,0.0,524.4175929980863,0.0,542.8811768681502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.7076768443934,0.0,0.0,0.0,373.8372466658632,1695.058572363164,0.0,0.0,0.0,0.0,1
32,knf_00001_01200920211,725.8143927655884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.6519023666063,0.0,0.0,0.0,406.7498744128246,369.4234798984784,534.0710302405915,800.0234563987777,0.0,432.8348762407441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.7491733088095,0.0,0.0,455.74448324545455,332.2886493176416,0.0,0.0,634.229700709609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.8669214585983,0.0,0.0,466.1582681917195,531.7443366595119,881.4737049872926,0.0,0.0,0.0,0.0,1
33,knf_00001_01214175086,774.5476237375927,0.0,528.1570032063221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.3367754067784,0.0,0.0,0.0,498.1117188221516,0.0,517.3537373862067,0.0,0.0,579.6620968099658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.474954583558,0.0,0.0,0.0,0.0,0.0,0.0,578.75062404673,0.0,0.0,0.0,1486.01813663486,448.2672017651864,0.0,0.0,0.0,0.0,0.0,418.1128778589083,583.8398210186044,0.0,0.0,0.0,0.0,0.0,1
34,knf_00001_01232244015,695.7253615310071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0464224736724,0.0,0.0,700.3859798564418,437.78365347895516,435.6841328753527,611.9297758763648,990.8714105445728,0.0,439.31840142161957,0.0,0.0,532.3889448138707,0.0,497.926256797456,0.0,0.0,0.0,0.0,0.0,1516.257859548292,651.9138564535739,408.516131492371,0.0,0.0,0.0,0.0,0.0,651.6686424599516,0.0,0.0,0.0,1389.9301913077575,0.0,0.0,0.0,356.8245149720229,0.0,0.0,446.60705590498395,480.4621487431784,0.0,0.0,0.0,0.0,0.0,1
35,knf_00001_01266247744,706.4705281710299,0.0,0.0,0.0,396.07505889483633,0.0,0.0,0.0,0.0,0.0,519.4715648093305,0.0,0.0,0.0,447.61418417893276,418.9547164871758,0.0,589.1341116479416,0.0,377.96463707840627,0.0,0.0,434.28852603604616,0.0,0.0,0.0,0.0,0.0,0.0,1268.0350400104485,0.0,794.8991211057762,0.0,0.0,440.58048701817086,524.170048713695,434.63103665176726,0.0,631.9476353609821,0.0,0.0,0.0,0.0,455.844976586975,0.0,0.0,0.0,0.0,0.0,0.0,485.33199276429957,1135.3073110946557,0.0,0.0,0.0,0.0,1
36,knf_00001_01278091037,676.160283592724,0.0,497.3114580968317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.55160813195334,0.0,0.0,0.0,482.2975668346559,493.9181881027851,0.0,805.3173209634544,0.0,420.98125075858684,0.0,0.0,483.72516152019006,0.0,451.49633987136446,0.0,374.4489480210724,0.0,0.0,0.0,0.0,465.43070969043436,0.0,0.0,0.0,0.0,0.0,0.0,539.9612981226021,0.0,0.0,0.0,0.0,458.4757607718809,0.0,0.0,0.0,0.0,0.0,496.8842354887712,504.6985283148441,0.0,0.0,0.0,0.0,0.0,1
37,knf_00001_01279672984,717.7005381723559,0.0,0.0,0.0,787.5015387798039,0.0,0.0,475.5164622937784,0.0,0.0,494.58962969531996,0.0,0.0,1011.9717871850826,444.56553416023905,411.4092515227101,0.0,745.9423646466911,0.0,413.31815823063243,464.6675141561786,422.571234220349,443.1625762229286,0.0,534.1836449396496,0.0,404.8949099544012,0.0,0.0,0.0,0.0,321.2467169801939,0.0,542.8841515723199,0.0,295.00196469538463,0.0,0.0,513.6283811213452,0.0,0.0,0.0,430.99624380748855,0.0,0.0,0.0,597.3892760709365,0.0,0.0,416.42779676898175,514.9870880708403,0.0,0.0,0.0,0.0,0.0,1
38,knf_00001_01286116003,725.9760349367209,0.0,434.45490598549816,0.0,0.0,0.0,0.0,367.434974406868,0.0,0.0,528.3694144849609,0.0,0.0,1001.822558153629,412.2541453026184,438.1396997856409,0.0,532.508393331002,0.0,433.73003418495904,0.0,535.2981191847621,388.92299383430213,0.0,519.7659683900507,0.0,573.6298057902475,0.0,0.0,947.6191202380512,0.0,579.328886451688,0.0,465.0270568603464,425.5745139670261,431.2076437461503,0.0,0.0,613.673205005026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.23766096831,0.0,0.0,412.2872465897936,381.0369864092466,1178.1564660291394,0.0,0.0,0.0,0.0,1
39,knf_00001_01292051003,680.9535731513038,0.0,0.0,0.0,472.9663839158012,0.0,0.0,550.1753936934986,0.0,0.0,547.518473691186,0.0,0.0,0.0,0.0,0.0,498.1260131048444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.3187454663436,0.0,0.0,0.0,0.0,0.0,378.15492512191474,470.92472464849095,0.0,0.0,0.0,0.0,0.0,1
40,knf_00001_01318755474,695.3998267111414,0.0,539.6677685130802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.6424289469081,0.0,0.0,0.0,404.97572905513954,0.0,381.6410260495086,698.9344703021046,0.0,368.0916675888954,0.0,353.2784106389437,487.194725496931,0.0,504.46094229935846,0.0,611.9644150551758,0.0,0.0,0.0,0.0,656.2485102368597,0.0,0.0,488.0158581343488,0.0,0.0,0.0,629.1093614331872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.1148640060455,1482.9653698608515,0.0,0.0,0.0,0.0,1
41,knf_00001_01325779790,760.5241190152346,0.0,379.1508100295753,0.0,0.0,0.0,0.0,373.6663070848919,0.0,0.0,527.3078233288645,0.0,0.0,858.580634979384,420.6382595202548,397.1357178930693,0.0,1154.709320648346,786.1381042584642,537.3574851671503,0.0,0.0,460.04680777937864,0.0,535.5421667564794,0.0,0.0,0.0,0.0,0.0,0.0,562.8715260371142,0.0,480.637077255711,0.0,619.8685069994443,0.0,0.0,598.2028446575409,431.60132003425815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438.358095161675,0.0,0.0,0.0,0.0,1
42,knf_00001_01350409328,741.9484095194712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.68024584646,0.0,0.0,0.0,0.0,410.505397471461,0.0,0.0,0.0,552.078623563387,0.0,0.0,494.1833988089745,0.0,0.0,0.0,0.0,0.0,0.0,1105.544582192256,0.0,0.0,0.0,0.0,0.0,387.07465009733806,0.0,0.0,0.0,0.0,0.0,0.0,752.2501961898217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.2042518119101,893.5197617905714,0.0,0.0,0.0,0.0,1
43,knf_00001_01359444359,787.4977521682567,0.0,458.53088669494934,0.0,0.0,0.0,0.0,423.77926492180916,0.0,0.0,559.1159831082356,0.0,0.0,0.0,401.23150216831675,495.40600761621306,0.0,627.2556143505823,0.0,561.4849471488059,502.5138240987069,673.6569492075689,431.7839556240043,0.0,558.364343886615,0.0,324.78794259243074,0.0,0.0,0.0,0.0,492.4535833429106,0.0,444.5905209906225,0.0,0.0,0.0,0.0,711.4001204466609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.4129899738218,0.0,0.0,0.0,533.6582372741707,0.0,0.0,0.0,0.0,0.0,1
